,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
133,prerank,Complement and coagulation cascades,-0.20403846995493288,-0.5824634807556582,0.9583333333333334,1.0,1.0,14/31,33.27%,VSIG4;FGB;FGA;C1QC;FGG;ITGB2;C1QA;C1QB;PLAT;C8G;CLU;C3;C1S;CFD
134,prerank,Osteoclast differentiation,0.22051349186595295,0.5806639173237176,0.9833333333333333,1.0,1.0,6/26,17.99%,FCGR2B;LILRA4;FCGR3A;IFNG;IL1B;TNF
135,prerank,Systemic lupus erythematosus,0.20083567292611942,0.5802418893327047,0.9482758620689655,1.0,1.0,8/38,17.99%,CD28;FCGR3A;H2AC7;IL10;IFNG;C7;HLA-DQA1;TNF
136,prerank,Retrograde endocannabinoid signaling,-0.24761006412834044,-0.5780786545159768,0.9411764705882353,1.0,1.0,2/10,13.78%,GABRP;GNG2
137,prerank,Alcoholism,-0.21660157032658262,-0.5778997257995655,0.9772727272727273,1.0,1.0,11/25,33.77%,CALML3;ADORA2A;GNG2;CAMK4;H4C4;H3C13;H2BC14;H4C6;H2AC16;GNG8;H2BC10
138,prerank,Toxoplasmosis,0.22852737008408244,0.5742707333218549,0.9636363636363636,1.0,1.0,10/26,29.46%,PIK3R5;IL10;IFNG;HLA-DQA1;TNF;HLA-DRB1;HLA-DRB5;HLA-DOB;HLA-DMA;SOCS1
139,prerank,Metabolism of xenobiotics by cytochrome P450,0.2552153638583986,0.5710673137111244,0.9074074074074074,1.0,1.0,5/15,17.69%,ALDH3A1;HPGDS;AKR1C1;UGT2B15;GSTA1
140,prerank,Aldosterone synthesis and secretion,0.29291875026816916,0.5699313269410149,0.9636363636363636,1.0,1.0,2/13,8.87%,CALML5;PRKCB
141,prerank,Asthma,0.23815160136696023,0.544552610732148,0.9411764705882353,1.0,1.0,7/20,23.30%,IL4;IL10;CCL11;HLA-DQA1;TNF;HLA-DRB1;HLA-DRB5
142,prerank,Necroptosis,0.24388974042930134,0.5385262013459088,0.9375,1.0,1.0,5/20,17.99%,FASLG;H2AC7;IFNG;IL1B;TNF
143,prerank,MicroRNAs in cancer,-0.19689753898577586,-0.5240848319404146,1.0,1.0,1.0,7/25,21.19%,CYP24A1;ABCB1;SOX4;BCL2;PDGFRB;VIM;MMP9
144,prerank,Dopaminergic synapse,0.23815607112607867,0.5151030895993248,0.9838709677419355,1.0,1.0,2/15,8.87%,CALML5;PRKCB
145,prerank,Drug metabolism,-0.21292790094910538,-0.512007935170591,1.0,1.0,1.0,5/19,23.05%,ADH4;CYP2C9;MGST1;CYP3A5;GSTM3
146,prerank,Prion disease,0.18423071437366131,0.5117274999185157,1.0,1.0,1.0,6/33,20.39%,TUBA3D;CCL5;C7;IL1B;TNF;COX4I2
147,prerank,Human papillomavirus infection,0.1827541548893417,0.501097930352482,1.0,1.0,1.0,9/40,26.25%,FASLG;ITGB7;NOTCH4;TNF;CCND1;THBS2;FOXO1;COL4A1;VWF
148,prerank,Fluid shear stress and atherosclerosis,-0.17126122467368138,-0.4957318117716173,1.0,1.0,1.0,12/41,25.25%,CALML3;MGST1;CDH5;RAC2;BCL2;MMP9;CAV2;EDN1;GSTM3;NPPC;PLAT;IL1R2
149,prerank,Longevity regulating pathway,-0.229607250755287,-0.4927830811135697,1.0,1.0,1.0,10/10,77.20%,CAMK4;CRYAB;PIK3R1;HSPA6;SOD2;HSPA8;HSPA1A;HSPA1B;FOXO1;ADCY4
150,prerank,Chemical carcinogenesis,0.19196376592281106,0.4854065542706017,1.0,1.0,1.0,9/27,27.76%,PRKCB;AKR1C2;HPGDS;UGT2B15;GSTA1;CCND1;ADCY4;ADRB1;GSTP1
151,prerank,Serotonergic synapse,-0.19218868884379753,-0.481006693749234,0.9767441860465116,1.0,1.0,3/14,19.89%,CYP2C9;GNG2;SLC6A4
152,prerank,TGF-beta signaling pathway,0.2132056451612903,0.46199875712703437,0.9811320754716981,1.0,1.0,12/12,78.81%,IFNG;TNF;ID2;THBS1;DCN;LEFTY2;ID3;HAMP;AMHR2;NBL1;INHBA;ID1
153,prerank,Herpes simplex virus 1 infection,0.17628368852722212,0.4578842449966336,0.9818181818181818,1.0,1.0,12/34,28.51%,FASLG;IFNG;CCL5;ZNF331;HLA-DQA1;IL1B;TNF;HLA-DRB1;HLA-DRB5;HLA-DOB;ZNF101;HLA-DMA
154,prerank,Salmonella infection,-0.17103458705630548,-0.45227313511565825,1.0,1.0,1.0,2/36,4.66%,NLRP3;PTPRC
155,prerank,Small cell lung cancer,-0.19515885022692891,-0.44638513504668514,0.9807692307692307,1.0,1.0,13/13,80.66%,BCL2;TRAF5;PIK3R1;BIRC3;NFKBIA;FN1;LAMA4;PTGS2;COL4A2;GADD45B;COL4A1;TRAF1;CCND1
156,prerank,Epithelial cell signaling in Helicobacter pylori infection,0.19757030278549342,0.44601854736777835,1.0,1.0,1.0,3/12,26.40%,CCL5;CXCR1;CXCL1
157,prerank,Arachidonic acid metabolism,0.20112606012583165,0.44452384130561207,0.9814814814814815,1.0,1.0,2/14,12.58%,GPX2;HPGDS
158,prerank,Legionellosis,-0.1728145528044467,-0.43950222237664666,1.0,1.0,1.0,17/17,82.92%,ITGB2;CD14;IL12B;C3;NFKBIA;HSPA6;CXCL8;HSPA8;HSPA1A;IL6;EEF1G;CXCL2;HSPA1B;CXCL3;CXCL1;TNF;IL1B
159,prerank,Choline metabolism in cancer,0.2014590548903585,0.4320677581292043,1.0,1.0,1.0,1/10,8.87%,PRKCB
160,prerank,Bile secretion,0.1954578443033125,0.3954603168002785,0.9824561403508771,1.0,1.0,3/11,22.90%,UGT2B15;SCT;ADCY4
161,prerank,Glutamatergic synapse,0.20172470893626182,0.3859175968044225,1.0,1.0,1.0,5/10,38.93%,PRKCB;ADCY4;SHANK3;GNG11;GRM6
162,prerank,Shigellosis,-0.14515667405832006,-0.3682073032799601,1.0,1.0,1.0,9/27,33.97%,NLRP3;BCL2;CD14;H3C13;TRAF5;PRKCE;CD44;C3;PIK3R1
163,prerank,TNF signaling pathway,-0.13072227873855544,-0.3664098218373845,1.0,1.0,1.0,30/30,87.17%,LTA;MMP3;MMP9;TNFAIP3;EDN1;TRAF5;CX3CL1;PIK3R1;VCAM1;BIRC3;SELE;NFKBIA;CCL20;FOS;IL6;JUN;CXCL5;CXCL2;CCL2;CXCL10;CXCL3;PTGS2;JUNB;LIF;CXCL1;TRAF1;IL18R1;TNF;IL1B;CCL5
164,prerank,Autophagy,0.1827794561933535,0.3511627095151978,1.0,0.9993741524981746,1.0,10/10,81.81%,PRKCQ;CTSL;DDIT4;CTSD;VAMP8;CTSB;GABARAP;PIK3R1;RAB39B;BCL2
165,prerank,ECM-receptor interaction,-0.13849926616202551,-0.34908219661290724,1.0,0.9995722230144019,1.0,1/22,5.76%,ITGA4
